"REVIEW_ID","ENTITY","ATTRIBUTE"
"ChZDSUhNMG9nS0VJQ0FnSUMzN29DNFdBEAE","waiting time","within 5 minutes"
"ChdDSUhNMG9nS0VJQ0FnSUMzX19mVHlRRRAB","wait time","long"
"ChZDSUhNMG9nS0VJQ0FnSUNQcHRTbmJBEAE","manager","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUMzLS1yLXBBRRAB","outer edges of the wrap","dried out"
"ChZDSUhNMG9nS0VJQ0FnSUQzNk5udVZnEAE","service","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUMzd1BUZnBBRRAB","condiments area","messy"
"ChZDSUhNMG9nS0VJQ0FnSUMzeDVDWmRBEAE","employees","horrible"
"ChdDSUhNMG9nS0VJQ0FnSURQaW9tWGt3RRAB","music","loud"
"ChdDSUhNMG9nS0VJQ0FnSUQzLU4zSHVRRRAB","service","kindness"
"ChZDSUhNMG9nS0VJQ0FnSUMzNDl5QURREAE","restaurant","smells like sewer"
"ChdDSUhNMG9nS0VJQ0FnSUMzcDU3WXNRRRAB","employees washing the window","inefficient"
"ChZDSUhNMG9nS0VJQ0FnSURQbWJTUFR3EAE","feeling","terrible"
"ChZDSUhNMG9nS0VJQ0FnSUQzaHJiZlFnEAE","restaurant","cash only"
"ChdDSUhNMG9nS0VJQ0FnSURQcFoybHBBRRAB","customer","scrambling"
"ChdDSUhNMG9nS0VJQ0FnSURJLXI3d3B3RRAB","atmosphere","less friendly"
"ChdDSUhNMG9nS0VJQ0FnSUN2LVk3dmlnRRAB","atmosphere","inviting"
"ChZDSUhNMG9nS0VJQ0FnSUN2OHFqdGJREAE","sandwich","bland"
"ChdDSUhNMG9nS0VJQ0FnSUNnaWJ6VnpRRRAB","restaurant","very unclean"
"ChdDSUhNMG9nS0VJQ0FnSURQOHFLWDBBRRAB","food","tasty"
"ChZDSUhNMG9nS0VJQ0FnSUQzNXRhaWRREAE","food","usually wrong"
"ChZDSUhNMG9nS0VJQ0FnSURQek95Tk93EAE","queso","tasty"
"ChZDSUhNMG9nS0VJQ0FnSUQza29mZ0xnEAE","owner","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNQODQyQkpBEAE","guy next in line","skimpy"
"ChdDSUhNMG9nS0VJQ0FnSUNQaTRMQzl3RRAB","bathrooms","worse than a truck stop"
"ChZDSUhNMG9nS0VJQ0FnSUN2cGNqSlN3EAE","tantrum","minor"
"ChZDSUhNMG9nS0VJQ0FnSUN2Z3Z6c0xREAE","Chef Salad","greatest"
"ChdDSUhNMG9nS0VJQ0FnSUNQOVpteXRRRRAB","order","not ready"
"ChdDSUhNMG9nS0VJQ0FnSUQzenZtQWl3RRAB","manner","disrespectful"
"ChZDSUhNMG9nS0VJQ0FnSUQzZ2FlUVZnEAE","service","disappointing"
"ChZDSUhNMG9nS0VJQ0FnSUN2dk1iQVZREAE","Kale-ribbean Breeze","available"
"ChZDSUhNMG9nS0VJQ0FnSUQzOXBXV2VREAE","smoothies","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUNPeTdqSUVREAE","Italian part","satisfying"
"ChZDSUhNMG9nS0VJQ0FnSUQzai02NElBEAE","Ruben","relatively cheap"
"ChZDSUhNMG9nS0VJQ0FnSUN2Z1BxTkZBEAE","cookie","holiday"
"ChdDSUhNMG9nS0VJQ0FnSUMzMnJIWS1RRRAB","attitude","awful"
"ChdDSUhNMG9nS0VJQ0FnSUQzbWRtUnVnRRAB","sandwich","double stuffed"
"ChdDSUhNMG9nS0VJQ0FnSUN2MmViLWtnRRAB","food","really good"
"ChdDSUhNMG9nS0VJQ0FnSURQbktPdnN3RRAB","place","CLEAN"
"ChZDSUhNMG9nS0VJQ0FnSUQzaHYzcFdBEAE","mess","greasy"
"ChZDSUhNMG9nS0VJQ0FnSUQzbDRfS2ZBEAE","people","attitude"
"ChdDSUhNMG9nS0VJQ0FnSUNQck1DdDFBRRAB","customer service","good"
"ChZDSUhNMG9nS0VJQ0FnSUQzX1o3TVpBEAE","atmosphere","welcoming"
"ChdDSUhNMG9nS0VJQ0FnSUQzeVB2VGxRRRAB","food","clean"
"ChdDSUhNMG9nS0VJQ0FnSURqb3ZhUjRnRRAB","vegetarian options","not as tasty"
"ChdDSUhNMG9nS0VJQ0FnSUMzNE1hQTh3RRAB","Moe's sauce","really good"
"ChdDSUhNMG9nS0VJQ0FnSUMzaHE3RG13RRAB","staff","overworked"
"ChdDSUhNMG9nS0VJQ0FnSUNQeHQ2T2h3RRAB","jalapeños","on the side"
"ChZDSUhNMG9nS0VJQ0FnSUQzaGJTZUVBEAE","rice","not done"
"ChdDSUhNMG9nS0VJQ0FnSUNXeXR6eG93RRAB","potato salad","love"
"ChZDSUhNMG9nS0VJQ0FnSUN2MGF6M0dnEAE","bowl","not worth"
"ChZDSUhNMG9nS0VJQ0FnSUNQMC1EblhnEAE","people working here","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUQzdUt5TXB3RRAB","order","favorite"
"ChdDSUhNMG9nS0VJQ0FnSUMzamJMb3NnRRAB","expectation","better"
"ChdDSUhNMG9nS0VJQ0FnSUM4dnEzNm1BRRAB","food","quick"
"ChdDSUhNMG9nS0VJQ0FnSURQNjhIamtBRRAB","soap dispenser","broken"
"ChdDSUhNMG9nS0VJQ0FnSUMzeEtqand3RRAB","service","not coming back"
"ChdDSUhNMG9nS0VJQ0FnSUNQNmMzMHN3RRAB","tea","best"
"ChdDSUhNMG9nS0VJQ0FnSURQOXVEOGlBRRAB","staff","great"
"ChZDSUhNMG9nS0VJQ0FnSURQMXZQQmJnEAE","kids eat","Sundays"
"ChdDSUhNMG9nS0VJQ0FnSUNQeHMzanB3RRAB","food","burnt"
"ChZDSUhNMG9nS0VJQ0FnSUMzemRHX1B3EAE","Bongo","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUQzak8ta09nEAE","customer service","best"
"ChdDSUhNMG9nS0VJQ0FnSUMzbVB5YXhnRRAB","young man","professional"
"ChZDSUhNMG9nS0VJQ0FnSUMzd0lMSk5REAE","sweet tea","great"
"ChdDSUhNMG9nS0VJQ0FnSUMzcnRIanVBRRAB","bacon","barely any"
"ChdDSUhNMG9nS0VJQ0FnSUN2b2JXcjFBRRAB","food","overpriced"
"ChdDSUhNMG9nS0VJQ0FnSUQzbDlXZnpRRRAB","vanilla","good"
"ChdDSUhNMG9nS0VJQ0FnSUNQNXFHcWt3RRAB","ice cream","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUQzaTktRnl3RRAB","DoorDash orders","wrong"
"ChdDSUhNMG9nS0VJQ0FnSUQzb2FlOTB3RRAB","pretzels","hot"
"ChdDSUhNMG9nS0VJQ0FnSUQzNWJ5YTBnRRAB","counter people","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUQzZ2NiTXZRRRAB","service","greeted"
"ChZDSUhNMG9nS0VJQ0FnSUN2MXJLLWN3EAE","sample of soup","refused"
"ChdDSUhNMG9nS0VJQ0FnSUQzOHRuTnF3RRAB","assembly line experience","quick"
"ChZDSUhNMG9nS0VJQ0FnSUNQc2R2ek53EAE","order","perfect"
"ChZDSUhNMG9nS0VJQ0FnSUMzaWNhckZBEAE","customer","busy"
"ChdDSUhNMG9nS0VJQ0FnSUQzclp5S3hBRRAB","manager","great energy"
"ChdDSUhNMG9nS0VJQ0FnSUMzMWVtVHV3RRAB","food","great"
"ChZDSUhNMG9nS0VJQ0FnSUMzMEkyZEZ3EAE","restaurant","expensive"
"ChdDSUhNMG9nS0VJQ0FnSUQzNXB6TjlBRRAB","Christy","professional"
"ChZDSUhNMG9nS0VJQ0FnSUNYOTVyaVVBEAE","manager","personable"
"ChZDSUhNMG9nS0VJQ0FnSURQNlpHQVlREAE","burrito bowls","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUNQc3BDZ0t3EAE","potato","wait"
"ChdDSUhNMG9nS0VJQ0FnSUN2MkxlTnpRRRAB","staff","gossiping"
"ChZDSUhNMG9nS0VJQ0FnSURQX3NDTlRBEAE","service","fast"
"ChZDSUhNMG9nS0VJQ0FnSURQemZTdE5BEAE","sandwiches","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUN2MlplMldREAE","fast-food burger","typical"
"ChZDSUhNMG9nS0VJQ0FnSUQzeUxXT1J3EAE","everything","great"
"ChdDSUhNMG9nS0VJQ0FnSUNQOVp2UHVnRRAB","manager","not maintaining"
"ChZDSUhNMG9nS0VJQ0FnSURHajlxS1hBEAE","Moe's","needs an overhaul"
"ChdDSUhNMG9nS0VJQ0FnSUMzLV92eXVRRRAB","woman","bad mood"
"ChdDSUhNMG9nS0VJQ0FnSUN2b2RfeDVBRRAB","staff","helpful"
"ChZDSUhNMG9nS0VJQ0FnSUMzdU1xdVRBEAE","prices","big"
"ChdDSUhNMG9nS0VJQ0FnSUMzdW9HSjRRRRAB","Memphian","enjoyed"
"ChdDSUhNMG9nS0VJQ0FnSUMzOG8zRG5nRRAB","experience","disappointed"
"ChZDSUhNMG9nS0VJQ0FnSUN2LUxtYlJBEAE","chili","disappointment"
"ChZDSUhNMG9nS0VJQ0FnSUNQb2R5MEhBEAE","Manager","worst"
"ChdDSUhNMG9nS0VJQ0FnSUQzLU9PUV9BRRAB","restaurant","smelly"
"ChZDSUhNMG9nS0VJQ0FnSUNQeUpXaUV3EAE","orders","wrong/missing"
"ChZDSUhNMG9nS0VJQ0FnSUQzX3Z2V093EAE","ATHENA","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUQzLWJIcmVREAE","sandwiches","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQME9qNGJ3EAE","old lady","bitter"
"ChdDSUhNMG9nS0VJQ0FnSURQMHVPdjlRRRAB","service","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQak9QRkJREAE","floor","roaches"
"ChdDSUhNMG9nS0VJQ0FnSUN2MnNQajVBRRAB","restaurant","clean"
"ChZDSUhNMG9nS0VJQ0FnSURQN2E3U0JBEAE","staff","super"
"ChdDSUhNMG9nS0VJQ0FnSUNQc3VIUy1BRRAB","sandwich","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUMzME9IZXpBRRAB","customer","disappointed"
"ChdDSUhNMG9nS0VJQ0FnSUNQaTczdTlRRRAB","Original","worst"
"ChdDSUhNMG9nS0VJQ0FnSURQN0tMdjB3RRAB","Reubens","loved"
"ChdDSUhNMG9nS0VJQ0FnSUN2Nk91VXFnRRAB","order","full price"
"ChdDSUhNMG9nS0VJQ0FnSUMzMFBqbzJRRRAB","customer service level","outstanding"
"ChZDSUhNMG9nS0VJQ0FnSUN2MGZqVFpnEAE","smoothie order","long wait"
"ChZDSUhNMG9nS0VJQ0FnSUMzemVLX1pREAE","atmosphere","clean"
"ChZDSUhNMG9nS0VJQ0FnSUQzclByUUxREAE","sandwich","cold"
"ChZDSUhNMG9nS0VJQ0FnSURQaTc3bE1nEAE","meal","satisfying"
"ChZDSUhNMG9nS0VJQ0FnSURJbExpcEVBEAE","staff","missing name tags"
"ChZDSUhNMG9nS0VJQ0FnSUMzaE5LZFNBEAE","service","best"
"ChZDSUhNMG9nS0VJQ0FnSUQzOF9iMkdREAE","door dash drivers","countless"
"ChdDSUhNMG9nS0VJQ0FnSURQaW9HVWxnRRAB","portion","small"
"ChZDSUhNMG9nS0VJQ0FnSUQzblpYTU1REAE","guy","attitude"
"ChZDSUhNMG9nS0VJQ0FnSUN2NlpuVEJBEAE","customer","upset"
"ChdDSUhNMG9nS0VJQ0FnSURYal9URXRRRRAB","soft serve","soft serve"
"ChdDSUhNMG9nS0VJQ0FnSUNQbWM2VWhBRRAB","Coke","out of"
"ChdDSUhNMG9nS0VJQ0FnSUNQc3NTTmxBRRAB","service","fast"
"ChZDSUhNMG9nS0VJQ0FnSUN2Z0xMLWRREAE","rice","hard"
"ChZDSUhNMG9nS0VJQ0FnSURQa3VIakRBEAE","employees","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNQdk1DNVFnEAE","scoops of chicken","lousy"
"ChdDSUhNMG9nS0VJQ0FnSUNQcHVTdmhRRRAB","food","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQOWFiR0NBEAE","locations","locations in Denver"
"ChZDSUhNMG9nS0VJQ0FnSUQzbU9lbUJBEAE","bowl","quality"
"ChdDSUhNMG9nS0VJQ0FnSUN2em9LN3NBRRAB","potato","dry"
"ChdDSUhNMG9nS0VJQ0FnSUN2eGZhX3VnRRAB","guy","rude"
"ChdDSUhNMG9nS0VJQ0FnSURQMG9pRnFRRRAB","service","terrible"
"ChdDSUhNMG9nS0VJQ0FnSUN2OU5XajRRRRAB","employees","helpful"
"ChZDSUhNMG9nS0VJQ0FnSUMzdXVyM0N3EAE","order","correct"
"ChdDSUhNMG9nS0VJQ0FnSURYdjRpYV93RRAB","employee","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUN2NFl1QXJRRRAB","sandwich","too much bread"
"ChZDSUhNMG9nS0VJQ0FnSUN2ak1ISVl3EAE","restaurant","empty"
"ChdDSUhNMG9nS0VJQ0FnSURQcS1TMGhnRRAB","cake","fresh"
"ChZDSUhNMG9nS0VJQ0FnSUMzcnBYNGZREAE","prepare time","long"
"ChZDSUhNMG9nS0VJQ0FnSURQaDQ2X1NBEAE","place","ruined"
"ChZDSUhNMG9nS0VJQ0FnSUMzaWQzM05REAE","rice","hard"
"ChZDSUhNMG9nS0VJQ0FnSUNQcHRTbmJBEAE","crew","beyond amazing"
"ChdDSUhNMG9nS0VJQ0FnSUMzbXZQODVRRRAB","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUMzczZHSnJ3RRAB","sandwich","sloppy"
"ChZDSUhNMG9nS0VJQ0FnSUQza3Vxc0F3EAE","chicken","raw"
"ChdDSUhNMG9nS0VJQ0FnSUMzMjVpTzFnRRAB","meal","dry"
"ChZDSUhNMG9nS0VJQ0FnSUMzX09Ud1J3EAE","people","arguing"
"ChdDSUhNMG9nS0VJQ0FnSUR4dXAtQmh3RRAB","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUNQaTczdTlRRRAB","bread","not good"
"ChZDSUhNMG9nS0VJQ0FnSURYOTZLNkRREAE","outside","loud"
"ChdDSUhNMG9nS0VJQ0FnSURtcFpQT3VBRRAB","salad dressing","more"
"ChdDSUhNMG9nS0VJQ0FnSUN2ck9MNG93RRAB","Coke machine","broken"
"ChdDSUhNMG9nS0VJQ0FnSUN2cE5XRTNRRRAB","roll","cold"
"ChdDSUhNMG9nS0VJQ0FnSURQZ2RxZ3hnRRAB","service","good"
"ChZDSUhNMG9nS0VJQ0FnSUMzXzRPN0h3EAE","experience","never had a sore tummy"
"ChZDSUhNMG9nS0VJQ0FnSURQdWNXX0x3EAE","bowl","salty"
"ChdDSUhNMG9nS0VJQ0FnSUNQaloyU3R3RRAB","food","delicious"
"ChdDSUhNMG9nS0VJQ0FnSUMzMDZLWjhnRRAB","staff","unwilling"
"ChdDSUhNMG9nS0VJQ0FnSUNQemE3N3BBRRAB","portions","big"
"ChZDSUhNMG9nS0VJQ0FnSURQcHJMWGFREAE","hot dogs","outstanding"
"ChdDSUhNMG9nS0VJQ0FnSUQzeU5uTHFBRRAB","service","polite"
"ChdDSUhNMG9nS0VJQ0FnSUMza191Zl9RRRAB","staff","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUN2bmZybzVRRRAB","staff","friendly"
"ChdDSUhNMG9nS0VJQ0FnSUN2eGVLRG1RRRAB","staff","rude"
"ChdDSUhNMG9nS0VJQ0FnSUMzZ01IVzhBRRAB","quesadilla","burnt"
"ChZDSUhNMG9nS0VJQ0FnSUNQOXRqRVh3EAE","drink","amazing"
"ChdDSUhNMG9nS0VJQ0FnSUMzazQ2NzNBRRAB","restaurant","busy"
"ChdDSUhNMG9nS0VJQ0FnSUQzOG9IUnh3RRAB","sandwich","driest"
"ChdDSUhNMG9nS0VJQ0FnSUMzdjUtQ3l3RRAB","food","quick"
"ChZDSUhNMG9nS0VJQ0FnSUNQdWVENkpREAE","getting the job done","perfectly"
"ChZDSUhNMG9nS0VJQ0FnSUQzekxDWEhnEAE","owners","amazing"
"ChZDSUhNMG9nS0VJQ0FnSUMzZzhyTFFBEAE","staff","kinder"
"ChdDSUhNMG9nS0VJQ0FnSUQzdFAyTW5BRRAB","sugar","sweet"
"ChZDSUhNMG9nS0VJQ0FnSUQzLUp5T0RnEAE","restaurant","better"
"ChdDSUhNMG9nS0VJQ0FnSUQzcmMtS3dBRRAB","service","good"
"ChdDSUhNMG9nS0VJQ0FnSUN2Nk42Szl3RRAB","wait","long"
"ChdDSUhNMG9nS0VJQ0FnSUNQbHRUVWxBRRAB","tortillas","hard"
"ChdDSUhNMG9nS0VJQ0FnSURQMHJITnl3RRAB","people","nice"
"ChZDSUhNMG9nS0VJQ0FnSURQcS1xVlFnEAE","staff","good"
"ChdDSUhNMG9nS0VJQ0FnSURQcmNxTzhBRRAB","team member","extremely nice"
"ChZDSUhNMG9nS0VJQ0FnSUMzMzhmeUl3EAE","staff","wonderful"
"ChdDSUhNMG9nS0VJQ0FnSUQzLWM2RHVRRRAB","restaurant","underwhelming"
"ChZDSUhNMG9nS0VJQ0FnSUMzd3ZiY1dnEAE","drinks","spilled"
"ChZDSUhNMG9nS0VJQ0FnSUN2MGZlUldBEAE","pretzels","hard"
"ChdDSUhNMG9nS0VJQ0FnSUN2OHJuVDdBRRAB","staff","careful"
"ChdDSUhNMG9nS0VJQ0FnSUNQbnNMZDZnRRAB","experiences","better"
"ChdDSUhNMG9nS0VJQ0FnSURQeU9qWHFnRRAB","place","inviting"
"ChdDSUhNMG9nS0VJQ0FnSUMzX00yNWhRRRAB","cake","horrible"
"ChZDSUhNMG9nS0VJQ0FnSUNQMWZpMVFnEAE","experience","horrible"
"ChdDSUhNMG9nS0VJQ0FnSUN2NVlhdHdnRRAB","cups of chili and tortilla soup","really good"
"ChdDSUhNMG9nS0VJQ0FnSUMzNEpETjdRRRAB","service","wait"
"ChZDSUhNMG9nS0VJQ0FnSUMzbXB2OWV3EAE","food","great"
"ChdDSUhNMG9nS0VJQ0FnSUNEZ1p5R2xBRRAB","staff","helpful"
"ChdDSUhNMG9nS0VJQ0FnSURQc00yT2t3RRAB","food","fast"
"ChZDSUhNMG9nS0VJQ0FnSURQb1lTVUpREAE","restaurant","close at 8:30"
"ChZDSUhNMG9nS0VJQ0FnSUMzZ3A3dmV3EAE","hot dog bites","burnt"
"ChZDSUhNMG9nS0VJQ0FnSUQzdmFuS0VnEAE","customer service","great"
"ChZDSUhNMG9nS0VJQ0FnSURQcHRtcWFnEAE","food line person","new"
"ChdDSUhNMG9nS0VJQ0FnSURQOUktdl9RRRAB","Devang","great"
"ChZDSUhNMG9nS0VJQ0FnSURQd2FmYkhnEAE","staff","willing to help"
"ChdDSUhNMG9nS0VJQ0FnSUQzMXRLYjhRRRAB","payment","over $27"
"ChdDSUhNMG9nS0VJQ0FnSUNQaS1pZXVnRRAB","area","filled with leftover food"
"ChZDSUhNMG9nS0VJQ0FnSUN2bGF5S0lBEAE","tea","sweet"
"ChZDSUhNMG9nS0VJQ0FnSUN2LUlINFlnEAE","customer service","poor"
"ChdDSUhNMG9nS0VJQ0FnSUNQaUxUQjV3RRAB","manager","helpful"
"ChdDSUhNMG9nS0VJQ0FnSUN2N2RDQzN3RRAB","service","fast"
"ChZDSUhNMG9nS0VJQ0FnSUMza05MZVp3EAE","restrooms","clean"
"ChZDSUhNMG9nS0VJQ0FnSUNQaU9Xb2FnEAE","pecan bun","bad smell"
"ChZDSUhNMG9nS0VJQ0FnSUN2aElXWGJnEAE","pretzel","hard enough to be used as a doorstop"
"ChZDSUhNMG9nS0VJQ0FnSUN2a2EyamJ3EAE","service","very slow"
"ChZDSUhNMG9nS0VJQ0FnSURCX3FETElREAE","peach tea","great"
"ChdDSUhNMG9nS0VJQ0FnSUN2c29hSnlRRRAB","food","fresh"
"ChdDSUhNMG9nS0VJQ0FnSURQcTVHQ3NBRRAB","location","never return"
"ChdDSUhNMG9nS0VJQ0FnSURQNmFlVGxBRRAB","treatment","very well"
"ChdDSUhNMG9nS0VJQ0FnSUNQbElMc3B3RRAB","host/cashier","attentive"
"ChdDSUhNMG9nS0VJQ0FnSUNQNHBQRXNBRRAB","employee's profile","interesting"
"ChZDSUhNMG9nS0VJQ0FnSUMzNHVUcmV3EAE","chips","hair"
"ChZDSUhNMG9nS0VJQ0FnSURScGNIVk9REAE","food","good"
"ChZDSUhNMG9nS0VJQ0FnSUMzNVoyOEhREAE","burritos","best"
"ChZDSUhNMG9nS0VJQ0FnSUMzMm9LcWZBEAE","cinnamon","kinda hard"
"ChdDSUhNMG9nS0VJQ0FnSUN2Z2RubnZnRRAB","owner","upset"
"ChdDSUhNMG9nS0VJQ0FnSUN2MklubzB3RRAB","preparation","disrespectful"
"ChdDSUhNMG9nS0VJQ0FnSURQMXFhbnN3RRAB","order","exact"
"ChZDSUhNMG9nS0VJQ0FnSUQzOUxHOFp3EAE","bananas foster sundae dasher","good"
"ChdDSUhNMG9nS0VJQ0FnSUMzeDVMZW9nRRAB","cinnamon rolls","yummy"
"ChdDSUhNMG9nS0VJQ0FnSUNQOWZfX21nRRAB","food","great quality"
"ChZDSUhNMG9nS0VJQ0FnSURQN3FPOUVnEAE","whipped cream","missing"
"ChdDSUhNMG9nS0VJQ0FnSUQzbmF2azl3RRAB","company","not make it right"
"ChZDSUhNMG9nS0VJQ0FnSUN2Mk9ucmVREAE","service","awful"
"ChdDSUhNMG9nS0VJQ0FnSUNQeTdPcjlBRRAB","workers","unprofessional"
"ChZDSUhNMG9nS0VJQ0FnSUN2M0pPVFR3EAE","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUMyNzZIald3EAE","experience","incredible"
"ChdDSUhNMG9nS0VJQ0FnSURQMzlhNm1BRRAB","manager","easy to work with"
"ChdDSUhNMG9nS0VJQ0FnSUMzNUszb3NRRRAB","restaurant","immaculate"
"ChdDSUhNMG9nS0VJQ0FnSUNQME4tcjNBRRAB","restaurant","open"
"ChdDSUhNMG9nS0VJQ0FnSUMzdFl2Z3RBRRAB","McAlister's club","good"
"ChdDSUhNMG9nS0VJQ0FnSUMzamFyeWtBRRAB","sandwich game","best"
"ChdDSUhNMG9nS0VJQ0FnSUN2aXB1RF9nRRAB","potato soup","vinegar-like"
"ChdDSUhNMG9nS0VJQ0FnSUMzeDRiTnRRRRAB","restaurant","busy"
"ChZDSUhNMG9nS0VJQ0FnSURQcHVfakl3EAE","food","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQzdl9Yb2lRRRAB","food","mediocre"
"ChdDSUhNMG9nS0VJQ0FnSURQMHVPdjlRRRAB","Reuben","spot on"
"ChZDSUhNMG9nS0VJQ0FnSUNQamFhWVR3EAE","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUMzM092LVhBEAE","service","great"
"ChdDSUhNMG9nS0VJQ0FnSURQbjY3bDF3RRAB","woman who serves","overbearing"
"ChZDSUhNMG9nS0VJQ0FnSUNQM3VUeUdnEAE","Schlotzsky’s","close"
"ChZDSUhNMG9nS0VJQ0FnSURQekt5dFJBEAE","customer service","awesome"
"ChZDSUhNMG9nS0VJQ0FnSURYdjl2eGJnEAE","Mrs. Bibiana","experienced"
"ChdDSUhNMG9nS0VJQ0FnSUQzcmN5WHZ3RRAB","turkey/avocado sandwich","bland tasting"
"ChdDSUhNMG9nS0VJQ0FnSUQzM2JpTHBRRRAB","Moe’s","best"
"ChZDSUhNMG9nS0VJQ0FnSURQbmRqQk5nEAE","pretzel","hot out of the oven"
"ChdDSUhNMG9nS0VJQ0FnSUMzcnQyTTVBRRAB","customer service","poor"
"ChdDSUhNMG9nS0VJQ0FnSUMzMmZHdXRRRRAB","everything","hot"
"ChdDSUhNMG9nS0VJQ0FnSUQzMFlUZGlnRRAB","customer","disappointed"
"ChdDSUhNMG9nS0VJQ0FnSUQzdmJlNGlnRRAB","service","faster than a caffeinated cheetah"
"ChdDSUhNMG9nS0VJQ0FnSUN2MmFTd3p3RRAB","staff","friendly"
"ChZDSUhNMG9nS0VJQ0FnSUNQN2JLRUV3EAE","servers","rude"
"ChdDSUhNMG9nS0VJQ0FnSUN2OXFXYXBnRRAB","staff","nice"
"ChZDSUhNMG9nS0VJQ0FnSUQzN1l2OWZBEAE","helpers","helpful"
"ChZDSUhNMG9nS0VJQ0FnSUQzN2VqU0pREAE","kids' meals","inexpensive"
"ChZDSUhNMG9nS0VJQ0FnSUMzN29DNFdBEAE","Allie, Trevor, Denise, and Frank","great"
"ChdDSUhNMG9nS0VJQ0FnSURIb3FxZXZBRRAB","Nick","patient"
"ChZDSUhNMG9nS0VJQ0FnSURYOTlUSFVnEAE","Michelle","remembers"
"ChdDSUhNMG9nS0VJQ0FnSURQdmN6NjNRRRAB","food","good"
"ChdDSUhNMG9nS0VJQ0FnSUNQdGFyeTZ3RRAB","order","wrong"
"ChdDSUhNMG9nS0VJQ0FnSURYdDlIem5RRRAB","ice cream","delicious"
"ChZDSUhNMG9nS0VJQ0FnSUQzdDllMmZBEAE","food","poorly made"
"ChZDSUhNMG9nS0VJQ0FnSUQzeGZpTGZnEAE","Moes","wonderful"
"ChZDSUhNMG9nS0VJQ0FnSUMzbnU3QURBEAE","restaurant","place for you"
"ChdDSUhNMG9nS0VJQ0FnSUNwbU1yeC1nRRAB","food","best"
"ChZDSUhNMG9nS0VJQ0FnSUQzeHNYYVBBEAE","food","better quality"
"ChdDSUhNMG9nS0VJQ0FnSUMzbkxLa3RRRRAB","flavors","well-melded"
"ChZDSUhNMG9nS0VJQ0FnSUQzLU5IaUV3EAE","team members","just stood there"
"ChZDSUhNMG9nS0VJQ0FnSUMzam9HUUh3EAE","customer service","bad"
"ChZDSUhNMG9nS0VJQ0FnSUNQODRTWU9BEAE","chain","disappoint"
"ChdDSUhNMG9nS0VJQ0FnSURQNmFHTmx3RRAB","sweet tea","best"
"ChdDSUhNMG9nS0VJQ0FnSUMzeHRlSWxBRRAB","sandwich","great"
"ChdDSUhNMG9nS0VJQ0FnSURYa19mX3dBRRAB","environment","comfortability"
"ChdDSUhNMG9nS0VJQ0FnSUQzcUxMczlnRRAB","place","great"
"ChZDSUhNMG9nS0VJQ0FnSUNQZ2RqMUhnEAE","restaurant","open"
"ChdDSUhNMG9nS0VJQ0FnSUN2LWNlNzlBRRAB","food & smoothies","awesome"
"ChZDSUhNMG9nS0VJQ0FnSUMzLV8yd1JnEAE","pretzel","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUQycTgzZWhBRRAB","service","fast"
"ChdDSUhNMG9nS0VJQ0FnSURxeW9INHhnRRAB","experience","very good"
"ChZDSUhNMG9nS0VJQ0FnSURQbWZQa013EAE","pretzels","good"
"ChdDSUhNMG9nS0VJQ0FnSURQek8yZnNBRRAB","Schlotzsky's","best"
"ChZDSUhNMG9nS0VJQ0FnSUN2NGRHNUpBEAE","portions","good"
"ChdDSUhNMG9nS0VJQ0FnSUMzczR2R2pnRRAB","food","amazing flavor"
"ChZDSUhNMG9nS0VJQ0FnSUQzMk11TEJ3EAE","foods","good"
"ChZDSUhNMG9nS0VJQ0FnSUN2OHVtNlpnEAE","service","great"
"ChZDSUhNMG9nS0VJQ0FnSUQza1l5MmZ3EAE","chips","fresh"
"ChdDSUhNMG9nS0VJQ0FnSUNQcy1TTHFRRRAB","service","super friendly"
"ChZDSUhNMG9nS0VJQ0FnSUQzNXRhaWRREAE","bathrooms","dirty"
"ChZDSUhNMG9nS0VJQ0FnSUR2MUlmb2NREAE","potato soup","no flavor"
"ChdDSUhNMG9nS0VJQ0FnSUR2d1l6VjdRRRAB","burrito bowl","dry"
"ChZDSUhNMG9nS0VJQ0FnSUN2MThXZU93EAE","grandfather","pleased"
